start,end,name,index
449.18,450.16,t_straighten,18
450.175,460.225,p_stand,10
460.24,460.95,t_turn,19
460.96,463.63,a_walk,4
463.64,469.63,p_stand,10
469.64,474.42,t_turn,19
474.445,476.335,p_stand,10
476.345,477.905,t_turn,19
477.92,482.44,p_stand,10
482.465,486.77,t_turn,19
486.77,506.085,p_stand,10
506.085,506.8,t_turn,19
506.81,508.49,a_walk,4
508.515,509.765,t_bend,11
509.775,511.96,p_bent,5
511.96,513.14,t_straighten,18
513.145,515.115,a_walk,4
515.125,518.555,p_stand,10
518.575,519.5,t_turn,19
519.5,522.14,p_stand,10
522.155,523.055,t_turn,19
523.07,524.43,a_walk,4
524.455,529.15,p_stand,10
529.15,530.25,t_bend,11
530.265,531.135,t_straighten,18
531.155,531.985,p_stand,10
531.985,534.78,a_walk,4
534.78,536.31,p_stand,10
536.32,537.0,t_turn,19
537.025,542.065,p_stand,10
542.08,543.29,t_turn,19
543.3,548.575,p_stand,10
548.575,550.065,t_turn,19
550.075,552.96,p_stand,10
552.96,554.16,t_turn,19
554.175,556.625,p_stand,10
556.635,559.435,t_turn,19
559.44,561.21,p_stand,10
561.21,563.11,a_walk,4
563.125,564.755,t_turn,19
564.765,612.79,p_stand,10
612.8,616.81,t_turn,19
616.82,618.84,a_walk,4
618.845,620.155,t_turn,19
620.165,622.065,a_walk,4
622.07,623.81,t_turn,19
623.815,625.835,a_walk,4
625.84,627.22,a_ascend,0
627.225,636.158,a_walk,4
636.158,636.615,t_turn,19
636.615,637.406,t_bend,11
637.424,641.131,p_bent,5
641.131,641.678,t_straighten,18
641.682,643.344,p_stand,10
643.344,644.475,t_turn,19
644.475,647.11,a_walk,4
647.11,649.962,t_turn,19
649.962,651.115,t_stand_sit,17
651.115,856.686,p_sit,8
856.686,857.95,t_sit_stand,15
857.965,859.658,t_turn,19
859.667,860.74,t_bend,11
860.77,862.374,p_bent,5
862.374,863.045,t_straighten,18
863.045,864.25,a_walk,4
864.25,870.2,p_stand,10
870.2,874.853,a_walk,4
874.874,877.726,p_stand,10
877.726,880.382,a_descend,1
880.388,882.216,a_walk,4
882.219,883.157,p_stand,10
883.157,883.979,t_turn,19
883.988,884.614,t_bend,11
884.623,885.433,p_bent,5
885.436,886.239,t_straighten,18
886.245,887.026,t_turn,19
887.026,900.741,p_stand,10
900.756,901.474,a_walk,4
901.486,904.523,t_turn,19
904.53,929.512,p_stand,10
929.524,931.913,a_walk,4
931.913,958.166,p_stand,10
958.172,961.16,a_walk,4
961.172,962.369,p_stand,10
962.376,966.19,a_walk,4
966.19,967.215,t_bend,11
967.221,969.906,p_bent,5
969.906,970.869,t_straighten,18
970.875,983.579,t_turn,19
983.586,985.08,a_walk,4
985.08,988.764,a_ascend,0
988.783,991.709,a_walk,4
991.721,1000.697,a_ascend,0
1000.699,1003.798,a_walk,4
1003.801,1004.622,p_stand,10
1004.622,1005.573,a_walk,4
1005.585,1007.474,t_turn,19
1007.493,1009.77,p_stand,10
1009.771,1010.382,t_turn,19
1010.382,1013.073,a_walk,4
1013.073,1021.709,p_stand,10
1021.727,1022.542,t_turn,19
1022.542,1025.283,a_walk,4
1025.295,1038.098,p_stand,10
1038.098,1039.086,t_bend,11
1039.098,1042.499,p_bent,5
1042.53,1043.598,t_straighten,18
1043.598,1049.412,p_stand,10
1049.412,1051.055,t_stand_kneel,16
1051.06,1055.833,p_kneel,6
1055.833,1056.968,t_kneel_stand,12
1056.975,1060.752,p_stand,10
1060.752,1061.801,t_stand_sit,17
1061.82,1067.357,p_sit,8
1067.375,1068.665,t_sit_lie,14
1068.672,1072.456,p_lie,7
1072.462,1074.03,t_turn,19
1074.03,1079.511,p_lie,7
1079.517,1080.573,t_turn,19
1080.585,1084.474,p_lie,7
1084.475,1086.24,t_lie_sit,13
1086.252,1091.029,p_sit,8
1091.03,1092.517,t_sit_stand,15
1092.524,1099.074,p_stand,10
1099.074,1100.129,t_bend,11
1100.135,1105.647,p_bent,5
1105.647,1106.678,t_straighten,18
1106.678,1110.944,p_stand,10
1110.956,1112.752,t_stand_kneel,16
1112.789,1117.067,p_kneel,6
1117.073,1117.962,t_kneel_stand,12
1117.975,1120.937,p_stand,10
1120.943,1121.974,t_stand_sit,17
1121.981,1127.394,p_sit,8
1127.4,1128.592,t_sit_lie,14
1128.604,1132.443,p_lie,7
1132.45,1133.604,t_turn,19
1133.604,1138.456,p_lie,7
1138.456,1139.4,t_turn,19
1139.406,1143.79,p_lie,7
1143.795,1145.435,t_lie_sit,13
1145.444,1149.456,p_sit,8
1149.468,1150.641,t_sit_stand,15
1150.654,1157.042,p_stand,10
1157.054,1158.06,t_bend,11
1158.073,1161.413,p_bent,5
1161.418,1162.573,t_straighten,18
1162.573,1166.912,p_stand,10
1166.925,1168.339,t_stand_kneel,16
1168.345,1172.536,p_kneel,6
1172.542,1173.839,t_kneel_stand,12
1173.845,1178.752,p_stand,10
1178.765,1180.641,t_stand_sit,17
1180.647,1183.666,p_sit,8
1183.678,1185.197,t_sit_lie,14
1185.209,1189.653,p_lie,7
1189.665,1191.252,t_turn,19
1191.264,1195.9,p_lie,7
1195.913,1197.314,t_turn,19
1197.32,1202.469,p_lie,7
1202.474,1204.03,t_lie_sit,13
1204.061,1208.338,p_sit,8
1208.357,1209.598,t_sit_stand,15
1209.598,1215.641,p_stand,10
1215.641,1216.591,t_bend,11
1216.604,1222.024,p_bent,5
1222.03,1223.178,t_straighten,18
1223.196,1227.777,p_stand,10
1227.789,1228.974,t_stand_kneel,16
1228.987,1234.012,p_kneel,6
1234.03,1235.554,t_kneel_stand,12
1235.561,1240.11,p_stand,10
1240.117,1241.894,t_stand_sit,17
1241.906,1245.301,p_sit,8
1245.314,1246.209,t_sit_lie,14
1246.228,1251.344,p_lie,7
1251.363,1252.653,t_turn,19
1252.659,1258.468,p_lie,7
1258.48,1259.209,t_turn,19
1259.227,1263.715,p_lie,7
1263.727,1265.159,t_lie_sit,13
1265.178,1269.622,p_sit,8
1269.635,1271.518,t_sit_stand,15
1271.573,1280.388,p_stand,10
1280.419,1284.092,p_bent,5
1284.092,1285.011,t_straighten,18
1285.023,1290.437,p_stand,10
1290.443,1292.659,t_stand_kneel,16
1292.666,1295.178,p_kneel,6
1295.184,1296.715,t_kneel_stand,12
1296.721,1300.456,p_stand,10
1300.462,1302.135,t_stand_sit,17
1302.141,1308.166,p_sit,8
1308.178,1309.24,t_sit_lie,14
1309.249,1311.322,p_lie,7
1311.322,1312.18,t_turn,19
1312.186,1318.079,p_lie,7
1318.091,1319.399,t_turn,19
1319.402,1323.276,p_lie,7
1323.277,1324.981,t_lie_sit,13
1324.984,1330.415,p_sit,8
1330.419,1331.894,t_sit_stand,15
1331.9,1338.164,p_stand,10
1338.197,1339.907,t_turn,19
1339.925,1341.249,a_walk,4
1341.259,1344.407,p_stand,10
1344.417,1345.608,a_walk,4
1345.611,1347.332,t_turn,19
1347.335,1349.827,p_stand,10
1349.842,1351.871,a_walk,4
1351.871,1357.578,t_turn,19
1357.588,1358.981,t_bend,11
1358.981,1360.495,p_bent,5
1360.513,1361.749,t_turn,19
1361.752,1362.789,t_stand_sit,17
1362.803,1382.572,p_sit,8
1382.588,1383.808,t_sit_stand,15
1383.819,1387.091,t_turn,19
1387.102,1397.401,p_stand,10
1397.401,1398.644,t_bend,11
1398.658,1400.474,p_bent,5
1400.474,1401.525,t_straighten,18
1401.539,1417.878,p_stand,10
1417.878,1419.297,a_walk,4
1419.304,1423.885,t_turn,19
1423.896,1427.102,a_walk,4
1427.102,1431.176,p_stand,10
1431.176,1432.169,a_walk,4
1432.183,1434.219,t_turn,19
1434.226,1436.344,p_stand,10
1436.352,1437.392,t_turn,19
1437.392,1445.198,a_walk,4
1445.205,1452.154,p_stand,10
1452.168,1456.523,a_walk,4
1456.528,1460.734,p_stand,10
1460.757,1462.691,a_walk,4
1462.698,1465.36,t_turn,19
1465.381,1465.984,a_walk,4
1465.987,1468.847,a_descend,1
1468.854,1469.928,a_walk,4
1469.931,1475.203,t_turn,19
1475.212,1477.542,a_walk,4
1477.542,1478.66,t_bend,11
1478.671,1479.95,t_straighten,18
1479.96,1495.887,p_stand,10
1495.903,1497.271,t_bend,11
1497.282,1498.407,p_bent,5
1498.421,1500.156,t_straighten,18
1500.181,1503.519,a_walk,4
1503.537,1510.664,p_stand,10
1510.727,1512.941,t_turn,19
1512.955,1515.212,t_bend,11
1515.226,1516.505,p_bent,5
1516.515,1517.287,t_straighten,18
1517.287,1518.426,t_turn,19
1518.448,1519.558,a_walk,4
1519.565,1531.294,p_stand,10
1531.311,1532.488,t_turn,19
1532.498,1534.042,a_walk,4
1534.045,1535.516,p_stand,10
1535.533,1536.886,t_turn,19
1536.911,1582.959,p_stand,10
1583.065,1583.999,t_bend,11
1584.013,1584.859,t_straighten,18
1584.873,1586.513,t_turn,19
1586.536,1588.988,a_walk,4
1588.988,1598.046,p_stand,10
1598.094,1600.41,a_walk,4
1600.425,1604.933,a_descend,1
1604.94,1608.258,a_walk,4
1608.271,1610.514,t_turn,19
1610.52,1612.756,p_stand,10
1612.759,1614.112,t_turn,19
1614.137,1616.696,a_walk,4
1616.705,1618.125,p_stand,10
1618.138,1619.513,t_turn,19
1619.521,1620.389,t_bend,11
1620.397,1636.639,p_bent,5
1636.654,1637.47,t_straighten,18
1637.477,1639.911,t_turn,19
1639.926,1644.036,p_stand,10
1644.051,1645.234,a_walk,4
1645.234,1646.256,a_jump,2
1646.263,1647.271,a_jump,2
1647.285,1650.535,p_stand,10
1650.543,1651.985,t_turn,19
1651.999,1653.866,a_walk,4
1653.875,1656.403,p_stand,10
1656.403,1658.234,a_walk,4
1658.234,1659.256,t_turn,19
1659.279,1663.82,p_stand,10
