start,end,name,index
647.622,648.268,p_stand,10
648.268,649.759,t_turn,19
649.759,663.675,p_stand,10
663.675,664.78,t_turn,19
664.78,665.249,a_walk,4
665.249,665.921,t_bend,11
665.921,667.784,p_bent,5
667.784,668.187,t_straighten,18
668.187,668.758,t_turn,19
668.758,669.648,a_walk,4
669.648,670.405,t_turn,19
670.405,672.086,a_walk,4
672.086,677.187,p_stand,10
677.187,677.882,t_turn,19
677.882,679.444,a_walk,4
679.444,696.24,p_stand,10
696.24,696.934,t_turn,19
696.934,700.438,p_stand,10
700.438,701.07,t_turn,19
701.07,703.043,p_stand,10
703.043,704.008,t_turn,19
704.008,707.198,a_loadwalk,3
707.198,708.153,a_ascend,0
708.157,710.232,p_stand,10
710.232,712.754,a_ascend,0
712.754,722.97,a_loadwalk,3
722.97,724.218,p_stand,10
724.218,727.83,t_stand_sit,17
727.83,731.617,p_sit,8
731.617,733.051,t_sit_stand,15
733.051,735.94,a_walk,4
735.94,737.599,p_stand,10
737.599,740.511,a_walk,4
740.511,741.334,t_stand_sit,17
741.334,770.297,p_sit,8
770.316,771.714,t_turn,19
771.728,778.152,p_sit,8
778.17,779.453,t_turn,19
779.453,783.214,p_sit,8
783.214,784.828,t_turn,19
784.828,790.204,p_sit,8
790.244,790.652,t_turn,19
790.652,793.655,p_sit,8
793.655,794.164,t_turn,19
794.164,807.205,p_sit,8
807.205,807.735,t_turn,19
819.588,820.686,p_sit,8
820.717,821.336,t_turn,19
821.336,826.639,p_sit,8
826.639,828.298,t_turn,19
828.298,964.656,p_sit,8
964.656,965.926,t_sit_stand,15
965.926,966.983,a_walk,4
966.983,968.332,t_turn,19
968.332,975.84,a_loadwalk,3
979.973,980.367,a_loadwalk,3
980.367,981.933,a_descend,1
981.933,988.555,p_stand,10
988.555,1047.036,p_stand,10
1047.036,1048.298,t_turn,19
1048.298,1063.957,p_stand,10
1063.957,1066.577,t_turn,19
1066.577,1068.767,p_stand,10
1068.767,1069.395,a_walk,4
1069.395,1070.78,t_turn,19
1070.78,1072.577,t_turn,19
1072.577,1079.122,p_stand,10
1079.122,1079.967,t_turn,19
1079.967,1081.803,p_stand,10
1081.803,1084.989,a_loadwalk,3
1084.989,1086.342,p_stand,10
1086.342,1087.749,t_bend,11
1087.749,1092.236,p_bent,5
1092.236,1092.873,t_straighten,18
1092.873,1096.953,t_turn,19
1096.953,1099.316,a_walk,4
1099.316,1100.17,a_ascend,0
1100.17,1100.466,p_stand,10
1100.466,1101.873,a_ascend,0
1101.873,1104.324,a_walk,4
1104.324,1117.165,a_ascend,0
1117.165,1120.4,a_walk,4
1120.4,1120.515,p_stand,10
1120.515,1122.772,a_walk,4
1122.772,1123.382,t_turn,19
1123.382,1136.169,p_stand,10
1136.169,1139.863,a_walk,4
1139.863,1145.936,p_stand,10
1145.936,1148.553,t_turn,19
1148.553,1156.302,p_stand,10
1156.302,1158.132,a_walk,4
1158.132,1159.984,t_turn,19
1159.984,1161.438,p_stand,10
1161.438,1163.801,t_turn,19
1163.801,1175.345,p_stand,10
1175.345,1177.634,a_walk,4
1177.634,1178.642,t_bend,11
1178.642,1182.036,p_bent,5
1182.036,1183.992,t_straighten,18
1183.992,1190.448,p_stand,10
1190.448,1191.395,t_stand_kneel,16
1191.395,1196.106,p_kneel,6
1196.106,1198.018,t_kneel_stand,12
1198.018,1200.939,p_stand,10
1200.939,1202.649,t_turn,19
1202.649,1204.675,t_stand_sit,17
1204.675,1206.666,p_sit,8
1206.666,1209.894,t_sit_lie,14
1209.894,1213.859,p_lie,7
1213.859,1215.183,t_turn,19
1215.183,1220.376,p_lie,7
1220.376,1221.463,t_turn,19
1221.489,1226.12,p_lie,7
1226.12,1227.567,t_lie_sit,13
1227.567,1231.803,p_sit,8
1231.803,1233.855,t_sit_stand,15
1233.855,1240.688,p_stand,10
1240.688,1241.837,t_bend,11
1241.837,1245.082,p_bent,5
1245.082,1246.696,t_straighten,18
1246.696,1250.021,p_stand,10
1250.021,1252.249,t_stand_kneel,16
1252.249,1255.723,p_kneel,6
1255.723,1257.591,t_kneel_stand,12
1257.591,1260.652,p_stand,10
1260.652,1262.029,t_stand_sit,17
1262.029,1266.714,p_sit,8
1266.714,1268.24,t_sit_lie,14
1268.24,1272.266,p_lie,7
1272.266,1273.95,t_turn,19
1273.95,1277.695,p_lie,7
1277.695,1278.555,t_turn,19
1278.555,1283.782,p_lie,7
1283.782,1284.852,t_lie_sit,13
1284.852,1288.352,p_sit,8
1288.352,1289.589,t_sit_stand,15
1289.589,1297.186,p_stand,10
1297.186,1298.063,t_bend,11
1298.063,1302.852,p_bent,5
1302.852,1303.86,t_straighten,18
1303.86,1306.983,p_stand,10
1306.991,1308.824,t_stand_kneel,16
1308.824,1312.736,p_kneel,6
1312.736,1314.025,t_kneel_stand,12
1314.025,1318.147,p_stand,10
1318.147,1319.155,t_stand_sit,17
1319.155,1322.796,p_sit,8
1322.796,1324.541,t_sit_lie,14
1324.541,1328.225,p_lie,7
1328.225,1329.567,t_turn,19
1329.567,1334.032,p_lie,7
1334.032,1335.278,t_turn,19
1335.278,1339.392,p_lie,7
1339.392,1341.154,t_lie_sit,13
1341.154,1344.996,p_sit,8
1344.996,1346.452,t_sit_stand,15
1346.452,1352.039,p_stand,10
1352.039,1353.504,t_bend,11
1353.504,1357.96,p_bent,5
1357.96,1360.004,t_straighten,18
1360.004,1363.179,p_stand,10
1363.179,1364.337,t_stand_kneel,16
1364.337,1369.434,p_kneel,6
1369.434,1371.021,t_kneel_stand,12
1371.021,1373.968,p_stand,10
1373.968,1375.6,t_stand_sit,17
1375.6,1379.731,p_sit,8
1379.731,1381.6,t_sit_lie,14
1381.6,1385.582,p_lie,7
1385.582,1386.442,t_turn,19
1386.442,1391.337,p_lie,7
1391.337,1393.205,t_turn,19
1393.205,1397.091,p_lie,7
1397.091,1398.775,t_lie_sit,13
1398.801,1401.749,p_sit,8
1401.749,1403.179,t_sit_stand,15
1403.179,1409.679,p_stand,10
1409.679,1411.222,t_bend,11
1411.222,1412.827,p_bent,5
1412.827,1414.704,t_straighten,18
1414.704,1419.432,p_stand,10
1419.432,1420.704,t_stand_kneel,16
1420.704,1425.055,p_kneel,6
1425.055,1427.072,t_kneel_stand,12
1427.072,1430.361,p_stand,10
1430.361,1431.729,t_stand_sit,17
1431.729,1435.536,p_sit,8
1435.536,1437.15,t_sit_lie,14
1437.15,1440.904,p_lie,7
1440.904,1442.325,t_turn,19
1442.325,1445.737,p_lie,7
1445.737,1446.746,t_turn,19
1446.746,1452.035,p_lie,7
1452.035,1453.517,t_lie_sit,13
1453.517,1456.877,p_sit,8
1456.877,1458.166,t_sit_stand,15
1458.166,1459.552,p_stand,10
1459.552,1461.228,t_turn,19
1461.228,1464.316,t_turn,19
1464.316,1467.228,a_walk,4
1467.228,1469.13,p_stand,10
1469.13,1470.446,a_walk,4
1470.446,1471.902,t_turn,19
1471.902,1474.92,a_walk,4
1474.92,1476.902,t_turn,19
1476.902,1481.323,p_stand,10
1481.323,1483.7,t_turn,19
1483.7,1489.243,a_walk,4
1489.243,1490.629,p_stand,10
1490.629,1491.541,t_turn,19
1491.541,1493.585,t_stand_sit,17
1493.585,1505.462,p_sit,8
1505.462,1506.014,t_sit_stand,15
1506.014,1507.461,t_turn,19
1507.461,1508.355,p_stand,10
1508.355,1509.776,t_turn,19
1509.776,1511.451,a_walk,4
1511.451,1523.898,p_stand,10
1523.898,1524.626,t_turn,19
1524.626,1526.784,p_stand,10
1526.784,1527.872,t_turn,19
1527.872,1537.503,p_stand,10
1537.503,1541.626,a_walk,4
1541.626,1542.661,t_turn,19
1542.661,1544.45,p_stand,10
1544.45,1545.8,t_turn,19
1545.8,1565.387,p_stand,10
1565.387,1568.264,a_walk,4
1568.264,1570.124,p_stand,10
1570.124,1577.343,a_walk,4
1577.343,1578.782,p_stand,10
1578.782,1584.755,a_walk,4
1584.755,1589.764,p_stand,10
1589.764,1591.685,t_turn,19
1591.685,1595.86,a_walk,4
1595.86,1600.509,p_stand,10
1600.509,1605.299,a_walk,4
1605.299,1609.465,a_descend,1
1609.465,1611.053,a_walk,4
1611.053,1613.394,t_turn,19
1613.394,1618.42,a_walk,4
1618.42,1619.472,p_stand,10
1619.472,1620.744,t_bend,11
1620.744,1622.612,p_bent,5
1622.612,1623.822,t_straighten,18
1623.822,1634.19,p_stand,10
1634.19,1635.321,t_bend,11
1635.321,1637.216,p_bent,5
1637.216,1638.54,t_straighten,18
1638.54,1652.478,p_stand,10
1652.478,1653.32,t_bend,11
1653.32,1654.083,p_bent,5
1654.083,1655.004,t_straighten,18
1655.004,1655.881,t_straighten,18
1655.881,1656.907,t_turn,19
1656.907,1659.415,a_walk,4
1659.415,1666.003,p_stand,10
1666.003,1670.064,t_turn,19
1670.064,1672.247,t_turn,19
1672.247,1673.738,a_walk,4
1673.738,1676.123,p_stand,10
1676.123,1680.237,a_walk,4
1680.237,1687.386,p_stand,10
1687.386,1690.719,a_walk,4
1690.719,1692.543,p_stand,10
1692.543,1692.789,t_turn,19
1692.789,1696.271,p_stand,10
1696.271,1697.227,t_turn,19
1697.227,1717.946,p_stand,10
1717.946,1718.481,t_bend,11
1718.481,1730.83,p_bent,5
1730.83,1731.672,t_straighten,18
1731.672,1732.146,p_stand,10
1732.146,1733.067,t_bend,11
1733.067,1735.548,p_bent,5
1735.548,1735.934,t_straighten,18
1735.934,1737.908,a_walk,4
1737.908,1741.294,p_stand,10
1741.294,1742.987,t_turn,19
1742.987,1744.407,a_walk,4
1744.407,1746.214,p_stand,10
1746.214,1748.617,a_walk,4
1748.617,1755.661,a_descend,1
1755.661,1758.915,a_walk,4
1758.915,1763.345,p_stand,10
1763.345,1764.669,t_turn,19
1764.669,1766.801,a_walk,4
1766.801,1772.827,p_stand,10
1772.827,1774.195,a_walk,4
1774.195,1776.739,a_jump,2
1776.739,1784.291,p_stand,10
1784.291,1785.559,t_turn,19
1785.559,1791.331,a_walk,4
1791.331,1792.699,t_turn,19
1792.699,1794.92,p_stand,10
